name,stargazerCount,owner,createdAt,updatedAt,language,openPullRequests,mergedPullRequests,releases,openIssues,closedIssues
legacy-homebrew,26962,Homebrew,2009-05-20T19:38:37Z,2025-02-19T22:43:38Z,Unknown,0,222,0,0,17029
codemirror5,26954,codemirror,2011-01-14T13:44:03Z,2025-02-20T17:03:17Z,JavaScript,24,594,173,407,3788
swagger-ui,26950,swagger-api,2011-07-15T22:56:39Z,2025-02-20T19:45:45Z,CSS,85,3203,351,1162,4389
redash,26937,getredash,2013-10-28T13:19:39Z,2025-02-20T16:54:59Z,Shell,89,3222,99,594,1940
coder2gwy,26904,coder2gwy,2020-12-30T14:40:50Z,2025-02-20T16:16:11Z,Unknown,1,2,0,127,28
wails,26872,wailsapp,2018-12-15T23:14:06Z,2025-02-20T21:54:45Z,Go,23,1377,227,252,1673
crewAI,26870,crewAIInc,2023-10-27T03:26:59Z,2025-02-20T22:46:17Z,Python,33,571,76,108,1020
ace,26861,ajaxorg,2010-10-27T10:43:36Z,2025-02-20T17:24:55Z,Makefile,63,1851,97,89,3038
rethinkdb,26851,rethinkdb,2012-10-30T05:37:47Z,2025-02-20T20:29:02Z,Makefile,7,460,72,1345,5047
Avalonia,26836,AvaloniaUI,2013-12-05T20:13:21Z,2025-02-20T22:19:21Z,C#,52,5095,98,1582,5918
kit,26827,go-kit,2015-02-03T00:01:19Z,2025-02-20T15:16:47Z,Go,16,479,13,40,527
angular-cli,26827,angular,2015-06-04T19:49:37Z,2025-02-20T19:18:17Z,JavaScript,21,11062,795,279,15510
headlessui,26809,tailwindlabs,2020-09-16T09:53:09Z,2025-02-20T21:10:38Z,JavaScript,11,588,120,99,1244
mongo,26796,mongodb,2009-01-15T16:15:18Z,2025-02-20T21:19:32Z,Python,82,125,0,0,0
Faker,26795,fzaninotto,2011-10-14T22:49:02Z,2025-02-20T12:32:20Z,Makefile,152,823,12,76,494
rust-course,26791,sunface,2018-08-07T05:01:21Z,2025-02-20T16:32:54Z,CSS,17,749,0,58,148
k6,26785,grafana,2016-03-21T15:30:24Z,2025-02-20T16:40:43Z,Go,18,1920,68,682,1525
vue-vben-admin,26762,vbenjs,2020-07-11T02:29:21Z,2025-02-20T20:31:56Z,JavaScript,18,1421,54,65,3036
gitflow,26752,nvie,2010-01-20T23:14:12Z,2025-02-20T17:24:54Z,Shell,83,36,0,238,126
taichi,26750,taichi-dev,2016-11-24T10:00:05Z,2025-02-20T22:05:11Z,CMake,40,5154,117,812,1867
hangzhou_house_knowledge,26739,houshanren,2018-02-24T01:54:18Z,2025-02-20T12:50:05Z,HTML,5,6,0,99,49
openssl,26727,openssl,2013-01-15T22:34:48Z,2025-02-20T22:13:18Z,Shell,269,144,274,1628,8682
fastai,26648,fastai,2017-09-09T17:43:36Z,2025-02-20T15:29:43Z,Python,24,1683,55,213,1594
data-engineer-handbook,26638,DataExpert-io,2023-11-19T19:47:41Z,2025-02-20T21:05:55Z,Makefile,14,140,0,9,35
firecrawl,26637,mendableai,2024-04-15T21:02:29Z,2025-02-20T22:48:29Z,Dockerfile,40,443,12,97,375
anoma,26622,anoma,2021-02-02T10:00:16Z,2025-02-20T22:23:34Z,Makefile,93,720,7,114,513
duckdb,26616,duckdb,2018-06-26T15:04:45Z,2025-02-20T22:44:20Z,CMake,86,7107,46,307,5249
xgboost,26612,dmlc,2014-02-06T17:28:03Z,2025-02-20T19:13:26Z,R,54,4683,62,376,5023
react-virtualized,26609,bvaughn,2015-11-03T00:48:07Z,2025-02-20T20:28:30Z,JavaScript,2,454,6,3,1214
so-vits-svc,26564,svc-develop-team,2023-03-10T09:31:09Z,2025-02-20T21:14:09Z,Python,7,153,0,21,108
Rectangle,26504,rxhanson,2019-06-21T21:34:53Z,2025-02-20T19:49:08Z,Swift,0,252,89,95,570
vagrant,26489,hashicorp,2010-01-21T08:34:27Z,2025-02-20T21:39:29Z,Ruby,78,2711,134,678,8885
30-Days-Of-React,26477,Asabeneh,2020-09-29T13:38:54Z,2025-02-20T20:24:00Z,HTML,179,10,0,58,18
nodemon,26458,remy,2010-10-03T12:50:52Z,2025-02-20T16:41:13Z,JavaScript,5,308,102,2,1670
cascadia-code,26447,microsoft,2019-07-10T22:50:20Z,2025-02-20T21:18:33Z,Python,2,84,20,142,496
create-t3-app,26399,t3-oss,2022-05-24T13:31:01Z,2025-02-20T22:03:08Z,TypeScript,21,1087,135,57,647
drizzle-orm,26393,drizzle-team,2021-06-24T09:03:05Z,2025-02-20T21:14:54Z,TypeScript,225,565,128,1106,1564
srs,26393,ossrs,2015-04-29T06:59:32Z,2025-02-20T18:53:04Z,Shell,45,465,66,202,1259
vscodium,26392,VSCodium,2018-08-13T14:26:58Z,2025-02-20T22:05:55Z,Shell,3,486,212,118,1262
spleeter,26391,deezer,2019-09-26T15:40:46Z,2025-02-20T22:35:11Z,Dockerfile,33,51,2,223,561
kitty,26367,kovidgoyal,2016-10-16T14:48:28Z,2025-02-20T22:28:10Z,Python,10,1079,121,13,5879
GoodbyeDPI,26360,ValdikSS,2017-05-16T18:48:52Z,2025-02-20T22:35:05Z,Makefile,8,24,30,128,566
the_silver_searcher,26359,ggreer,2011-11-19T19:50:47Z,2025-02-20T17:29:06Z,Shell,123,399,0,437,412
khoj,26316,khoj-ai,2021-08-16T01:48:44Z,2025-02-20T22:21:45Z,Python,6,446,127,68,449
Detectron,26301,facebookresearch,2017-10-05T17:32:00Z,2025-02-20T18:13:14Z,CMake,25,0,0,306,620
quasar,26279,quasarframework,2015-10-05T15:45:36Z,2025-02-20T22:36:16Z,JavaScript,109,3633,989,509,7398
miaosha,26255,qiurunze123,2018-09-14T04:36:24Z,2025-02-20T13:52:07Z,Java,2,20,0,2,80
nprogress,26248,rstacruz,2013-08-20T13:58:02Z,2025-02-20T20:35:23Z,HTML,31,34,7,103,52
ChatDev,26210,OpenBMB,2023-08-28T02:18:13Z,2025-02-20T20:36:36Z,Python,24,110,9,24,246
cmder,26186,cmderdev,2013-07-09T07:44:22Z,2025-02-20T22:46:29Z,C++,5,430,34,54,2227
emscripten,26181,emscripten-core,2011-02-12T05:23:30Z,2025-02-20T22:07:03Z,CMake,364,11559,0,1851,7677
awesome-electron,26121,sindresorhus,2015-04-23T11:48:53Z,2025-02-20T21:41:52Z,Unknown,6,268,0,2,42
Signal-Android,26115,signalapp,2011-12-15T20:01:12Z,2025-02-20T21:51:50Z,Java,27,238,80,394,10599
jumpserver,26102,jumpserver,2014-07-04T03:54:59Z,2025-02-20T20:14:18Z,Python,3,7011,240,78,6854
MinerU,26087,opendatalab,2024-02-29T08:52:34Z,2025-02-20T22:48:26Z,Python,3,593,91,57,930
fastText,26072,facebookresearch,2016-07-16T13:38:42Z,2025-02-19T20:46:07Z,C++,89,12,4,466,611
nginx,26060,nginx,2015-06-23T10:26:27Z,2025-02-20T22:42:25Z,Perl,49,56,4,114,93
ExplorerPatcher,26051,valinet,2021-08-09T14:17:24Z,2025-02-20T22:28:13Z,C,7,15,287,231,2054
lottie-ios,26044,airbnb,2016-10-06T22:38:38Z,2025-02-20T01:10:02Z,Ruby,0,719,69,27,1416
darknet,26023,pjreddie,2014-04-11T07:59:16Z,2025-02-20T20:32:01Z,C,165,10,0,1812,561
next-auth,26011,nextauthjs,2018-01-27T12:28:16Z,2025-02-20T21:00:18Z,JavaScript,92,2177,1000,313,4481
awesome-vscode,26003,viatsko,2016-02-07T23:02:45Z,2025-02-20T22:42:58Z,JavaScript,44,243,0,24,26
hacker-laws,25954,dwmkerr,2018-01-25T03:46:34Z,2025-02-20T20:09:51Z,Shell,5,180,1,139,71
select2,25949,select2,2012-03-04T18:43:12Z,2025-02-20T01:26:31Z,JavaScript,37,713,29,107,4718
ItChat,25944,littlecodersh,2016-01-19T07:49:48Z,2025-02-20T08:41:18Z,Python,19,29,13,282,623
go-patterns,25919,tmrts,2015-12-14T22:05:06Z,2025-02-20T15:57:56Z,Go,48,10,0,17,13
DeepSpeech,25896,mozilla,2016-06-02T15:04:53Z,2025-02-20T17:13:36Z,Python,25,1338,105,126,1986
fonts,25894,powerline,2012-12-19T13:31:50Z,2025-02-20T17:19:15Z,Shell,26,75,1,155,98
table,25834,TanStack,2016-10-20T17:25:08Z,2025-02-20T19:29:38Z,JavaScript,34,960,267,196,2273
everyone-can-use-english,25825,ZuodaoTech,2019-03-15T16:33:53Z,2025-02-20T15:32:08Z,Jupyter Notebook,0,455,46,59,370
refined-github,25811,refined-github,2016-02-15T16:45:02Z,2025-02-20T18:44:11Z,CSS,6,3314,166,115,4208
Telegram,25808,DrKLO,2013-10-25T14:08:10Z,2025-02-20T05:29:22Z,Makefile,125,20,95,0,0
fyne,25804,fyne-io,2018-02-04T22:07:16Z,2025-02-20T21:59:35Z,Go,41,1872,49,662,2325
setup-ipsec-vpn,25798,hwdsl2,2016-01-07T16:44:12Z,2025-02-20T22:16:19Z,Shell,0,44,0,0,1481
fastjson,25779,alibaba,2011-11-03T06:58:52Z,2025-02-20T22:04:20Z,Java,181,418,84,1935,1695
awesome-datascience,25772,academic,2014-07-05T07:07:43Z,2025-02-20T19:57:30Z,Unknown,2,364,11,1,59
fetch,25766,JakeChampion,2014-10-13T00:26:19Z,2025-02-20T08:16:10Z,Makefile,9,197,56,8,647
iced,25729,iced-rs,2019-07-15T22:34:46Z,2025-02-20T19:17:14Z,Rust,53,977,17,294,862
Modernizr,25716,Modernizr,2009-09-25T20:13:23Z,2025-02-19T16:25:43Z,JavaScript,21,811,27,171,1324
awesome-actions,25714,sdras,2018-10-17T17:53:45Z,2025-02-20T22:43:02Z,Unknown,96,445,0,14,27
discord.js,25707,discordjs,2015-08-10T13:36:26Z,2025-02-20T21:53:58Z,JavaScript,24,4674,264,75,3975
fe-interview,25702,haizlin,2019-04-17T03:05:58Z,2025-02-20T14:31:33Z,JavaScript,3,8,2,6007,26
